group,variable,value,,,
Belmont,12/15,30,,,
Belmont,12/16,25,,,
Belmont,12/17,41,,,
Belmont,12/18,37,,,
Belmont,12/19,26,,,
Belmont,12/20,20,,,
Belmont,12/21,45,,,
Belmont,12/22,15,,,
Belmont,12/23,36,,,
Belmont,12/24,24,,,
Belmont,12/25,13,,,
Belmont,12/26,18,,,
Belmont,12/27,35,,,
Belmont,12/28,84,,,
Belmont,12/29,38,,,
Belmont,12/30,57,,,
Belmont,12/31,44,,,
Belmont,1/1,13,,,
Belmont,1/2,51,,,
Belmont,1/3,27,,,
Belmont,1/4,83,,,
Belmont,1/5,43,,,
Belmont,1/6,43,,,
Belmont,1/7,50,,,
Belmont,1/8,28,,,
Belmont,1/9,36,,,
Belmont,1/10,15,,,
Belmont,1/11,57,,,
Belmont,1/12,35,,,
Belmont,1/13,40,,,
Belmont,1/14,23,,,
Belmont,1/15,13,,,
Belmont,1/16,9,,,
Belmont,1/17,,,,
Belmont,1/18,,,,
Brown,8/1,5,,,
Brown,8/2,4,,,
Brown,8/3,3,,,
Brown,8/4,5,,,
Brown,8/5,3,,,
Brown,8/6,3,,,
Brown,8/7,,,,
Brown,8/8,5,,,
Brown,8/9,3,,,
Brown,8/10,2,,,
Brown,8/11,3,,,
Brown,8/12,4,,,
Brown,8/13,5,,,
Brown,8/14,7,,,
Brown,8/15,1,,,
Brown,8/16,6,,,
Brown,8/17,2,,,
Brown,8/18,1,,,
Brown,8/19,2,,,
Brown,8/20,3,,,
Brown,8/21,4,,,
Brown,8/22,5,,,
Brown,8/23,2,,,
Brown,8/24,7,,,
Brown,8/25,,,,
Brown,8/26,4,,,
Brown,8/27,4,,,
Brown,8/28,1,,,
Brown,8/29,2,,,
Brown,8/30,3,,,
Brown,8/31,2,,,
Brown,9/1,2,,,
Brown,9/2,4,,,
Brown,9/3,2,,,
Brown,9/4,5,,,
Brown,9/5,,,,
Brown,9/6,2,,,
Brown,9/7,6,,,
Brown,9/8,3,,,
Brown,9/9,14,,,
Brown,9/10,3,,,
Brown,9/11,2,,,
Brown,9/12,,,,
Brown,9/13,,,,
Brown,9/14,3,,,
Brown,9/15,5,,,
Brown,9/16,2,,,
Brown,9/17,2,,,
Brown,9/18,,,,
Brown,9/19,1,,,
Brown,9/20,3,,,
Brown,9/21,1,,,
Brown,9/22,2,,,
Brown,9/23,2,,,
Brown,9/24,1,,,
Brown,9/25,1,,,
Brown,9/26,1,,,
Brown,9/27,,,,
Brown,9/28,2,,,
Brown,9/29,,,,
Brown,9/30,1,,,
Brown,10/1,1,,,
Brown,10/2,4,,,
Brown,10/3,1,,,
Brown,10/4,2,,,
Brown,10/5,8,,,
Brown,10/6,2,,,
Brown,10/7,7,,,
Brown,10/8,6,,,
Brown,10/9,6,,,
Brown,10/10,5,,,
Brown,10/11,2,,,
Brown,10/12,2,,,
Brown,10/13,7,,,
Brown,10/14,8,,,
Brown,10/15,12,,,
Brown,10/16,4,,,
Brown,10/17,10,,,
Brown,10/18,4,,,
Brown,10/19,10,,,
Brown,10/20,19,,,
Brown,10/21,7,,,
Brown,10/22,11,,,
Brown,10/23,16,,,
Brown,10/24,8,,,
Brown,10/25,9,,,
Brown,10/26,12,,,
Brown,10/27,11,,,
Brown,10/28,14,,,
Brown,10/29,12,,,
Brown,10/30,7,,,
Brown,10/31,5,,,
Brown,11/1,8,,,
Brown,11/2,20,,,
Brown,11/3,17,,,
Brown,11/4,15,,,
Brown,11/5,15,,,
Brown,11/6,20,,,
Brown,11/7,13,,,
Brown,11/8,10,,,
Brown,11/9,23,,,
Brown,11/10,23,,,
Brown,11/11,35,,,
Brown,11/12,15,,,
Brown,11/13,26,,,
Brown,11/14,17,,,
Brown,11/15,16,,,
Brown,11/16,47,,,
Brown,11/17,36,,,
Brown,11/18,37,,,
Brown,11/19,26,,,
Brown,11/20,43,,,
Brown,11/21,13,,,
Brown,11/22,16,,,
Brown,11/23,37,,,
Brown,11/24,45,,,
Brown,11/25,45,,,
Brown,11/26,3,,,
Brown,11/27,27,,,
Brown,11/28,17,,,
Brown,11/29,18,,,
Brown,11/30,58,,,
Brown,12/1,42,,,
Brown,12/2,42,,,
Brown,12/3,46,,,
Brown,12/4,55,,,
Brown,12/5,32,,,
Brown,12/6,27,,,
Brown,12/7,72,,,
Brown,12/8,62,,,
Brown,12/9,46,,,
Brown,12/10,49,,,
Brown,12/11,46,,,
Brown,12/12,21,,,
Brown,12/13,18,,,
Brown,12/14,51,,,
Brown,12/15,41,,,
Brown,12/16,50,,,
Brown,12/17,43,,,
Brown,12/18,37,,,
Brown,12/19,14,,,
Brown,12/20,23,,,
Brown,12/21,32,,,
Brown,12/22,46,,,
Brown,12/23,48,,,
Brown,12/24,15,,,
Brown,12/25,4,,,
Brown,12/26,20,,,
Brown,12/27,25,,,
Brown,12/28,45,,,
Brown,12/29,45,,,
Brown,12/30,51,,,
Brown,12/31,38,,,
Brown,1/1,16,,,
Brown,1/2,35,,,
Brown,1/3,25,,,
Brown,1/4,76,,,
Brown,1/5,52,,,
Brown,1/6,47,,,
Brown,1/7,34,,,
Brown,1/8,40,,,
Brown,1/9,13,,,
Brown,1/10,14,,,
Brown,1/11,34,,,
Brown,1/12,30,,,
Brown,1/13,23,,,
Brown,1/14,26,,,
Brown,1/15,24,,,
Brown,1/16,5,,,
Brown,1/17,4,,,
Brown,1/18,1,,,
Butler,8/1,38,,,
Butler,8/2,16,,,
Butler,8/3,42,,,
Butler,8/4,43,,,
Butler,8/5,39,,,
Butler,8/6,51,,,
Butler,8/7,33,,,
Butler,8/8,27,,,
Butler,8/9,23,,,
Butler,8/10,38,,,
Butler,8/11,47,,,
Butler,8/12,60,,,
Butler,8/13,39,,,
Butler,8/14,37,,,
Butler,8/15,21,,,
Butler,8/16,18,,,
Butler,8/17,56,,,
Butler,8/18,46,,,
Butler,8/19,67,,,
Butler,8/20,57,,,
Butler,8/21,96,,,
Butler,8/22,72,,,
Butler,8/23,133,,,
Butler,8/24,171,,,
Butler,8/25,153,,,
Butler,8/26,100,,,
Butler,8/27,104,,,
Butler,8/28,97,,,
Butler,8/29,76,,,
Butler,8/30,54,,,
Butler,8/31,120,,,
Butler,9/1,92,,,
Butler,9/2,106,,,
Butler,9/3,101,,,
Butler,9/4,96,,,
Butler,9/5,50,,,
Butler,9/6,52,,,
Butler,9/7,55,,,
Butler,9/8,72,,,
Butler,9/9,57,,,
Butler,9/10,76,,,
Butler,9/11,55,,,
Butler,9/12,27,,,
Butler,9/13,24,,,
Butler,9/14,47,,,
Butler,9/15,46,,,
Butler,9/16,43,,,
Butler,9/17,44,,,
Butler,9/18,54,,,
Butler,9/19,24,,,
Butler,9/20,19,,,
Butler,9/21,59,,,
Butler,9/22,75,,,
Butler,9/23,58,,,
Butler,9/24,77,,,
Butler,9/25,58,,,
Butler,9/26,47,,,
Butler,9/27,34,,,
Butler,9/28,113,,,
Butler,9/29,114,,,
Butler,9/30,121,,,
Butler,10/1,85,,,
Butler,10/2,70,,,
Butler,10/3,68,,,
Butler,10/4,57,,,
Butler,10/5,107,,,
Butler,10/6,102,,,
Butler,10/7,110,,,
Butler,10/8,105,,,
Butler,10/9,128,,,
Butler,10/10,94,,,
Butler,10/11,77,,,
Butler,10/12,103,,,
Butler,10/13,121,,,
Butler,10/14,121,,,
Butler,10/15,124,,,
Butler,10/16,93,,,
Butler,10/17,67,,,
Butler,10/18,62,,,
Butler,10/19,120,,,
Butler,10/20,147,,,
Butler,10/21,121,,,
Butler,10/22,136,,,
Butler,10/23,128,,,
Butler,10/24,98,,,
Butler,10/25,70,,,
Butler,10/26,136,,,
Butler,10/27,158,,,
Butler,10/28,192,,,
Butler,10/29,160,,,
Butler,10/30,176,,,
Butler,10/31,135,,,
Butler,11/1,124,,,
Butler,11/2,212,,,
Butler,11/3,192,,,
Butler,11/4,211,,,
Butler,11/5,229,,,
Butler,11/6,257,,,
Butler,11/7,169,,,
Butler,11/8,150,,,
Butler,11/9,285,,,
Butler,11/10,315,,,
Butler,11/11,290,,,
Butler,11/12,268,,,
Butler,11/13,285,,,
Butler,11/14,182,,,
Butler,11/15,183,,,
Butler,11/16,302,,,
Butler,11/17,363,,,
Butler,11/18,279,,,
Butler,11/19,277,,,
Butler,11/20,311,,,
Butler,11/21,301,,,
Butler,11/22,218,,,
Butler,11/23,454,,,
Butler,11/24,403,,,
Butler,11/25,395,,,
Butler,11/26,47,,,
Butler,11/27,296,,,
Butler,11/28,264,,,
Butler,11/29,244,,,
Butler,11/30,472,,,
Butler,12/1,426,,,
Butler,12/2,406,,,
Butler,12/3,370,,,
Butler,12/4,359,,,
Butler,12/5,233,,,
Butler,12/6,237,,,
Butler,12/7,391,,,
Butler,12/8,348,,,
Butler,12/9,341,,,
Butler,12/10,292,,,
Butler,12/11,292,,,
Butler,12/12,203,,,
Butler,12/13,198,,,
Butler,12/14,363,,,
Butler,12/15,337,,,
Butler,12/16,308,,,
Butler,12/17,260,,,
Butler,12/18,265,,,
Butler,12/19,183,,,
Butler,12/20,177,,,
Butler,12/21,321,,,
Butler,12/22,239,,,
Butler,12/23,229,,,
Butler,12/24,161,,,
Butler,12/25,75,,,
Butler,12/26,212,,,
Butler,12/27,181,,,
Butler,12/28,302,,,
Butler,12/29,261,,,
Butler,12/30,288,,,
Butler,12/31,216,,,
Butler,1/1,90,,,
Butler,1/2,176,,,
Butler,1/3,159,,,
Butler,1/4,377,,,
Butler,1/5,320,,,
Butler,1/6,269,,,
Butler,1/7,245,,,
Butler,1/8,222,,,
Butler,1/9,152,,,
Butler,1/10,105,,,
Butler,1/11,252,,,
Butler,1/12,209,,,
Butler,1/13,185,,,
Butler,1/14,185,,,
Butler,1/15,138,,,
Butler,1/16,46,,,
Butler,1/17,9,,,
Butler,1/18,2,,,
Carrol,8/1,,,,
Carrol,8/2,,,,
Carrol,8/3,,,,
Carrol,8/4,1,,,
Carrol,8/5,,,,
Carrol,8/6,2,,,
Carrol,8/7,1,,,
Carrol,8/8,,,,
Carrol,8/9,,,,
Carrol,8/10,3,,,
Carrol,8/11,,,,
Carrol,8/12,,,,
Carrol,8/13,,,,
Carrol,8/14,2,,,
Carrol,8/15,,,,
Carrol,8/16,,,,
Carrol,8/17,1,,,
Carrol,8/18,,,,
Carrol,8/19,,,,
Carrol,8/20,1,,,
Carrol,8/21,1,,,
Carrol,8/22,1,,,
Carrol,8/23,,,,
Carrol,8/24,,,,
Carrol,8/25,1,,,
Carrol,8/26,,,,
Carrol,8/27,2,,,
Carrol,8/28,1,,,
Carrol,8/29,,,,
Carrol,8/30,1,,,
Carrol,8/31,1,,,
Carrol,9/1,1,,,
Carrol,9/2,1,,,
Carrol,9/3,,,,
Carrol,9/4,5,,,
Carrol,9/5,1,,,
Carrol,9/6,1,,,
Carrol,9/7,,,,
Carrol,9/8,3,,,
Carrol,9/9,1,,,
Carrol,9/10,,,,
Carrol,9/11,,,,
Carrol,9/12,,,,
Carrol,9/13,1,,,
Carrol,9/14,,,,
Carrol,9/15,,,,
Carrol,9/16,2,,,
Carrol,9/17,1,,,
Carrol,9/18,2,,,
Carrol,9/19,,,,
Carrol,9/20,,,,
Carrol,9/21,,,,
Carrol,9/22,,,,
Carrol,9/23,2,,,
Carrol,9/24,,,,
Carrol,9/25,5,,,
Carrol,9/26,,,,
Carrol,9/27,2,,,
Carrol,9/28,3,,,
Carrol,9/29,2,,,
Carrol,9/30,2,,,
Carrol,10/1,3,,,
Carrol,10/2,3,,,
Carrol,10/3,1,,,
Carrol,10/4,,,,
Carrol,10/5,2,,,
Carrol,10/6,1,,,
Carrol,10/7,3,,,
Carrol,10/8,1,,,
Carrol,10/9,3,,,
Carrol,10/10,2,,,
Carrol,10/11,,,,
Carrol,10/12,1,,,
Carrol,10/13,1,,,
Carrol,10/14,3,,,
Carrol,10/15,,,,
Carrol,10/16,7,,,
Carrol,10/17,5,,,
Carrol,10/18,4,,,
Carrol,10/19,7,,,
Carrol,10/20,14,,,
Carrol,10/21,3,,,
Carrol,10/22,1,,,
Carrol,10/23,8,,,
Carrol,10/24,5,,,
Carrol,10/25,5,,,
Carrol,10/26,4,,,
Carrol,10/27,5,,,
Carrol,10/28,5,,,
Carrol,10/29,15,,,
Carrol,10/30,2,,,
Carrol,10/31,5,,,
Carrol,11/1,4,,,
Carrol,11/2,5,,,
Carrol,11/3,6,,,
Carrol,11/4,5,,,
Carrol,11/5,11,,,
Carrol,11/6,5,,,
Carrol,11/7,5,,,
Carrol,11/8,8,,,
Carrol,11/9,11,,,
Carrol,11/10,14,,,
Carrol,11/11,15,,,
Carrol,11/12,8,,,
Carrol,11/13,19,,,
Carrol,11/14,14,,,
Carrol,11/15,10,,,
Carrol,11/16,18,,,
Carrol,11/17,23,,,
Carrol,11/18,18,,,
Carrol,11/19,16,,,
Carrol,11/20,17,,,
Carrol,11/21,19,,,
Carrol,11/22,12,,,
Carrol,11/23,29,,,
Carrol,11/24,33,,,
Carrol,11/25,16,,,
Carrol,11/26,8,,,
Carrol,11/27,27,,,
Carrol,11/28,19,,,
Carrol,11/29,20,,,
Carrol,11/30,17,,,
Carrol,12/1,16,,,
Carrol,12/2,10,,,
Carrol,12/3,16,,,
Carrol,12/4,21,,,
Carrol,12/5,17,,,
Carrol,12/6,19,,,
Carrol,12/7,15,,,
Carrol,12/8,17,,,
Carrol,12/9,17,,,
Carrol,12/10,13,,,
Carrol,12/11,19,,,
Carrol,12/12,9,,,
Carrol,12/13,15,,,
Carrol,12/14,33,,,
Carrol,12/15,22,,,
Carrol,12/16,13,,,
Carrol,12/17,17,,,
Carrol,12/18,11,,,
Carrol,12/19,12,,,
Carrol,12/20,14,,,
Carrol,12/21,20,,,
Carrol,12/22,9,,,
Carrol,12/23,14,,,
Carrol,12/24,11,,,
Carrol,12/25,15,,,
Carrol,12/26,16,,,
Carrol,12/27,8,,,
Carrol,12/28,34,,,
Carrol,12/29,24,,,
Carrol,12/30,18,,,
Carrol,12/31,14,,,
Carrol,1/1,21,,,
Carrol,1/2,22,,,
Carrol,1/3,21,,,
Carrol,1/4,24,,,
Carrol,1/5,33,,,
Carrol,1/6,14,,,
Carrol,1/7,19,,,
Carrol,1/8,27,,,
Carrol,1/9,11,,,
Carrol,1/10,8,,,
Carrol,1/11,20,,,
Carrol,1/12,13,,,
Carrol,1/13,7,,,
Carrol,1/14,7,,,
Carrol,1/15,7,,,
Carrol,1/16,,,,
Carrol,1/17,,,,
Carrol,1/18,,,,
Champaign,8/1,41,,,
Champaign,8/2,3,,,
Champaign,8/3,5,,,
Champaign,8/4,5,,,
Champaign,8/5,15,,,
Champaign,8/6,5,,,
Champaign,8/7,3,,,
Champaign,8/8,3,,,
Champaign,8/9,3,,,
Champaign,8/10,7,,,
Champaign,8/11,4,,,
Champaign,8/12,2,,,
Champaign,8/13,4,,,
Champaign,8/14,6,,,
Champaign,8/15,,,,
Champaign,8/16,5,,,
Champaign,8/17,4,,,
Champaign,8/18,4,,,
Champaign,8/19,3,,,
Champaign,8/20,6,,,
Champaign,8/21,6,,,
Champaign,8/22,,,,
Champaign,8/23,,,,
Champaign,8/24,2,,,
Champaign,8/25,,,,
Champaign,8/26,,,,
Champaign,8/27,2,,,
Champaign,8/28,2,,,
Champaign,8/29,,,,
Champaign,8/30,,,,
Champaign,8/31,4,,,
Champaign,9/1,,,,
Champaign,9/2,2,,,
Champaign,9/3,2,,,
Champaign,9/4,1,,,
Champaign,9/5,,,,
Champaign,9/6,4,,,
Champaign,9/7,3,,,
Champaign,9/8,5,,,
Champaign,9/9,3,,,
Champaign,9/10,2,,,
Champaign,9/11,,,,
Champaign,9/12,1,,,
Champaign,9/13,2,,,
Champaign,9/14,2,,,
Champaign,9/15,2,,,
Champaign,9/16,2,,,
Champaign,9/17,2,,,
Champaign,9/18,4,,,
Champaign,9/19,3,,,
Champaign,9/20,,,,
Champaign,9/21,2,,,
Champaign,9/22,4,,,
Champaign,9/23,5,,,
Champaign,9/24,,,,
Champaign,9/25,3,,,
Champaign,9/26,2,,,
Champaign,9/27,2,,,
Champaign,9/28,3,,,
Champaign,9/29,4,,,
Champaign,9/30,4,,,
Champaign,10/1,1,,,
Champaign,10/2,1,,,
Champaign,10/3,1,,,
Champaign,10/4,4,,,
Champaign,10/5,8,,,
Champaign,10/6,5,,,
Champaign,10/7,4,,,
Champaign,10/8,6,,,
Champaign,10/9,3,,,
Champaign,10/10,7,,,
Champaign,10/11,4,,,
Champaign,10/12,2,,,
Champaign,10/13,2,,,
Champaign,10/14,3,,,
Champaign,10/15,10,,,
Champaign,10/16,8,,,
Champaign,10/17,1,,,
Champaign,10/18,4,,,
Champaign,10/19,7,,,
Champaign,10/20,8,,,
Champaign,10/21,5,,,
Champaign,10/22,6,,,
Champaign,10/23,8,,,
Champaign,10/24,7,,,
Champaign,10/25,8,,,
Champaign,10/26,11,,,
Champaign,10/27,17,,,
Champaign,10/28,13,,,
Champaign,10/29,7,,,
Champaign,10/30,11,,,
Champaign,10/31,13,,,
Champaign,11/1,9,,,
Champaign,11/2,21,,,
Champaign,11/3,15,,,
Champaign,11/4,20,,,
Champaign,11/5,23,,,
Champaign,11/6,18,,,
Champaign,11/7,19,,,
Champaign,11/8,12,,,
Champaign,11/9,30,,,
Champaign,11/10,27,,,
Champaign,11/11,29,,,
Champaign,11/12,26,,,
Champaign,11/13,34,,,
Champaign,11/14,14,,,
Champaign,11/15,20,,,
Champaign,11/16,46,,,
Champaign,11/17,30,,,
Champaign,11/18,31,,,
Champaign,11/19,41,,,
Champaign,11/20,27,,,
Champaign,11/21,19,,,
Champaign,11/22,13,,,
Champaign,11/23,42,,,
Champaign,11/24,38,,,
Champaign,11/25,29,,,
Champaign,11/26,19,,,
Champaign,11/27,38,,,
Champaign,11/28,24,,,
Champaign,11/29,18,,,
Champaign,11/30,37,,,
Champaign,12/1,34,,,
Champaign,12/2,29,,,
Champaign,12/3,29,,,
Champaign,12/4,17,,,
Champaign,12/5,11,,,
Champaign,12/6,26,,,
Champaign,12/7,24,,,
Champaign,12/8,30,,,
Champaign,12/9,21,,,
Champaign,12/10,23,,,
Champaign,12/11,23,,,
Champaign,12/12,17,,,
Champaign,12/13,12,,,
Champaign,12/14,24,,,
Champaign,12/15,21,,,
Champaign,12/16,17,,,
Champaign,12/17,17,,,
Champaign,12/18,31,,,
Champaign,12/19,10,,,
Champaign,12/20,25,,,
Champaign,12/21,30,,,
Champaign,12/22,25,,,
Champaign,12/23,28,,,
Champaign,12/24,23,,,
Champaign,12/25,10,,,
Champaign,12/26,19,,,
Champaign,12/27,27,,,
Champaign,12/28,49,,,
Champaign,12/29,30,,,
Champaign,12/30,33,,,
Champaign,12/31,29,,,
Champaign,1/1,23,,,
Champaign,1/2,22,,,
Champaign,1/3,38,,,
Champaign,1/4,44,,,
Champaign,1/5,36,,,
Champaign,1/6,31,,,
Champaign,1/7,24,,,
Champaign,1/8,27,,,
Champaign,1/9,14,,,
Champaign,1/10,13,,,
Champaign,1/11,17,,,
Champaign,1/12,12,,,
Champaign,1/13,27,,,
Champaign,1/14,20,,,
Champaign,1/15,17,,,
Champaign,1/16,1,,,
Champaign,1/17,6,,,
Champaign,1/18,,,,
Clemont,8/1,9,,,
Clemont,8/2,15,,,
Clemont,8/3,15,,,
Clemont,8/4,22,,,
Clemont,8/5,14,,,
Clemont,8/6,14,,,
Clemont,8/7,7,,,
Clemont,8/8,15,,,
Clemont,8/9,9,,,
Clemont,8/10,14,,,
Clemont,8/11,12,,,
Clemont,8/12,16,,,
Clemont,8/13,20,,,
Clemont,8/14,18,,,
Clemont,8/15,11,,,
Clemont,8/16,15,,,
Clemont,8/17,21,,,
Clemont,8/18,14,,,
Clemont,8/19,12,,,
Clemont,8/20,8,,,
Clemont,8/21,15,,,
Clemont,8/22,13,,,
Clemont,8/23,15,,,
Clemont,8/24,32,,,
Clemont,8/25,17,,,
Clemont,8/26,25,,,
Clemont,8/27,15,,,
Clemont,8/28,12,,,
Clemont,8/29,16,,,
Clemont,8/30,9,,,
Clemont,8/31,14,,,
Clemont,9/1,19,,,
Clemont,9/2,15,,,
Clemont,9/3,18,,,
Clemont,9/4,27,,,
Clemont,9/5,6,,,
Clemont,9/6,17,,,
Clemont,9/7,9,,,
Clemont,9/8,24,,,
Clemont,9/9,24,,,
Clemont,9/10,21,,,
Clemont,9/11,18,,,
Clemont,9/12,16,,,
Clemont,9/13,14,,,
Clemont,9/14,27,,,
Clemont,9/15,19,,,
Clemont,9/16,25,,,
Clemont,9/17,14,,,
Clemont,9/18,7,,,
Clemont,9/19,11,,,
Clemont,9/20,12,,,
Clemont,9/21,19,,,
Clemont,9/22,11,,,
Clemont,9/23,18,,,
Clemont,9/24,7,,,
Clemont,9/25,18,,,
Clemont,9/26,9,,,
Clemont,9/27,15,,,
Clemont,9/28,23,,,
Clemont,9/29,17,,,
Clemont,9/30,17,,,
Clemont,10/1,33,,,
Clemont,10/2,18,,,
Clemont,10/3,30,,,
Clemont,10/4,19,,,
Clemont,10/5,35,,,
Clemont,10/6,31,,,
Clemont,10/7,37,,,
Clemont,10/8,29,,,
Clemont,10/9,39,,,
Clemont,10/10,30,,,
Clemont,10/11,34,,,
Clemont,10/12,44,,,
Clemont,10/13,42,,,
Clemont,10/14,48,,,
Clemont,10/15,49,,,
Clemont,10/16,28,,,
Clemont,10/17,41,,,
Clemont,10/18,36,,,
Clemont,10/19,58,,,
Clemont,10/20,64,,,
Clemont,10/21,53,,,
Clemont,10/22,49,,,
Clemont,10/23,41,,,
Clemont,10/24,47,,,
Clemont,10/25,54,,,
Clemont,10/26,88,,,
Clemont,10/27,65,,,
Clemont,10/28,62,,,
Clemont,10/29,51,,,
Clemont,10/30,64,,,
Clemont,10/31,53,,,
Clemont,11/1,49,,,
Clemont,11/2,115,,,
Clemont,11/3,87,,,
Clemont,11/4,120,,,
Clemont,11/5,125,,,
Clemont,11/6,96,,,
Clemont,11/7,88,,,
Clemont,11/8,93,,,
Clemont,11/9,167,,,
Clemont,11/10,160,,,
Clemont,11/11,157,,,
Clemont,11/12,181,,,
Clemont,11/13,167,,,
Clemont,11/14,115,,,
Clemont,11/15,111,,,
Clemont,11/16,206,,,
Clemont,11/17,191,,,
Clemont,11/18,179,,,
Clemont,11/19,164,,,
Clemont,11/20,157,,,
Clemont,11/21,114,,,
Clemont,11/22,102,,,
Clemont,11/23,192,,,
Clemont,11/24,176,,,
Clemont,11/25,164,,,
Clemont,11/26,45,,,
Clemont,11/27,188,,,
Clemont,11/28,124,,,
Clemont,11/29,121,,,
Clemont,11/30,238,,,
Clemont,12/1,208,,,
Clemont,12/2,175,,,
Clemont,12/3,186,,,
Clemont,12/4,163,,,
Clemont,12/5,121,,,
Clemont,12/6,122,,,
Clemont,12/7,248,,,
Clemont,12/8,206,,,
Clemont,12/9,174,,,
Clemont,12/10,179,,,
Clemont,12/11,192,,,
Clemont,12/12,137,,,
Clemont,12/13,114,,,
Clemont,12/14,233,,,
Clemont,12/15,213,,,
Clemont,12/16,162,,,
Clemont,12/17,186,,,
Clemont,12/18,144,,,
Clemont,12/19,133,,,
Clemont,12/20,129,,,
Clemont,12/21,229,,,
Clemont,12/22,173,,,
Clemont,12/23,181,,,
Clemont,12/24,125,,,
Clemont,12/25,58,,,
Clemont,12/26,138,,,
Clemont,12/27,102,,,
Clemont,12/28,235,,,
Clemont,12/29,253,,,
Clemont,12/30,186,,,
Clemont,12/31,179,,,
Clemont,1/1,95,,,
Clemont,1/2,151,,,
Clemont,1/3,154,,,
Clemont,1/4,305,,,
Clemont,1/5,265,,,
Clemont,1/6,242,,,
Clemont,1/7,197,,,
Clemont,1/8,180,,,
Clemont,1/9,92,,,
Clemont,1/10,92,,,
Clemont,1/11,192,,,
Clemont,1/12,128,,,
Clemont,1/13,129,,,
Clemont,1/14,118,,,
Clemont,1/15,84,,,
Clemont,1/16,24,,,
Clemont,1/17,10,,,
Clemont,1/18,2,,,
Clinton,8/1,2,,,
Clinton,8/2,1,,,
Clinton,8/3,5,,,
Clinton,8/4,2,,,
Clinton,8/5,5,,,
Clinton,8/6,,,,
Clinton,8/7,1,,,
Clinton,8/8,4,,,
Clinton,8/9,5,,,
Clinton,8/10,1,,,
Clinton,8/11,,,,
Clinton,8/12,1,,,
Clinton,8/13,4,,,
Clinton,8/14,6,,,
Clinton,8/15,3,,,
Clinton,8/16,,,,
Clinton,8/17,4,,,
Clinton,8/18,9,,,
Clinton,8/19,4,,,
Clinton,8/20,4,,,
Clinton,8/21,4,,,
Clinton,8/22,4,,,
Clinton,8/23,2,,,
Clinton,8/24,2,,,
Clinton,8/25,3,,,
Clinton,8/26,2,,,
Clinton,8/27,4,,,
Clinton,8/28,5,,,
Clinton,8/29,1,,,
Clinton,8/30,2,,,
Clinton,8/31,3,,,
Clinton,9/1,1,,,
Clinton,9/2,1,,,
Clinton,9/3,4,,,
Clinton,9/4,1,,,
Clinton,9/5,4,,,
Clinton,9/6,2,,,
Clinton,9/7,1,,,
Clinton,9/8,3,,,
Clinton,9/9,1,,,
Clinton,9/10,2,,,
Clinton,9/11,3,,,
Clinton,9/12,2,,,
Clinton,9/13,,,,
Clinton,9/14,3,,,
Clinton,9/15,1,,,
Clinton,9/16,2,,,
Clinton,9/17,1,,,
Clinton,9/18,2,,,
Clinton,9/19,3,,,
Clinton,9/20,,,,
Clinton,9/21,4,,,
Clinton,9/22,,,,
Clinton,9/23,4,,,
Clinton,9/24,5,,,
Clinton,9/25,3,,,
Clinton,9/26,2,,,
Clinton,9/27,9,,,
Clinton,9/28,5,,,
Clinton,9/29,5,,,
Clinton,9/30,3,,,
Clinton,10/1,1,,,
Clinton,10/2,5,,,
Clinton,10/3,2,,,
Clinton,10/4,4,,,
Clinton,10/5,4,,,
Clinton,10/6,3,,,
Clinton,10/7,4,,,
Clinton,10/8,9,,,
Clinton,10/9,13,,,
Clinton,10/10,11,,,
Clinton,10/11,9,,,
Clinton,10/12,8,,,
Clinton,10/13,5,,,
Clinton,10/14,11,,,
Clinton,10/15,17,,,
Clinton,10/16,11,,,
Clinton,10/17,12,,,
Clinton,10/18,12,,,
Clinton,10/19,10,,,
Clinton,10/20,7,,,
Clinton,10/21,13,,,
Clinton,10/22,11,,,
Clinton,10/23,11,,,
Clinton,10/24,11,,,
Clinton,10/25,13,,,
Clinton,10/26,19,,,
Clinton,10/27,22,,,
Clinton,10/28,17,,,
Clinton,10/29,21,,,
Clinton,10/30,18,,,
Clinton,10/31,18,,,
Clinton,11/1,12,,,
Clinton,11/2,14,,,
Clinton,11/3,21,,,
Clinton,11/4,21,,,
Clinton,11/5,17,,,
Clinton,11/6,14,,,
Clinton,11/7,15,,,
Clinton,11/8,12,,,
Clinton,11/9,22,,,
Clinton,11/10,36,,,
Clinton,11/11,23,,,
Clinton,11/12,40,,,
Clinton,11/13,32,,,
Clinton,11/14,22,,,
Clinton,11/15,17,,,
Clinton,11/16,25,,,
Clinton,11/17,30,,,
Clinton,11/18,41,,,
Clinton,11/19,28,,,
Clinton,11/20,28,,,
Clinton,11/21,23,,,
Clinton,11/22,27,,,
Clinton,11/23,39,,,
Clinton,11/24,43,,,
Clinton,11/25,30,,,
Clinton,11/26,14,,,
Clinton,11/27,30,,,
Clinton,11/28,30,,,
Clinton,11/29,31,,,
Clinton,11/30,42,,,
Clinton,12/1,33,,,
Clinton,12/2,45,,,
Clinton,12/3,35,,,
Clinton,12/4,37,,,
Clinton,12/5,27,,,
Clinton,12/6,25,,,
Clinton,12/7,42,,,
Clinton,12/8,55,,,
Clinton,12/9,40,,,
Clinton,12/10,33,,,
Clinton,12/11,39,,,
Clinton,12/12,35,,,
Clinton,12/13,33,,,
Clinton,12/14,40,,,
Clinton,12/15,35,,,
Clinton,12/16,16,,,
